#sample	CD24	NBR2	CACNG3	CENPE	CENPF	FUT9	IQGAP2	TMSB15A	FAM107A	SLC38A10	SEZ6	MITD1	TMEM155	CSRP2	NKAIN2	ACSBG1	MLC1	SATB2	GABRA1	GFAP	GJA1	GLI3	TNC	APOE	KCNK1	TM4SF1	MGST1	NELL2	NUSAP1	GULP1	BACH2	RYR3	NEUROD6	MRPS5	SLA	SSRP1	TFAP2C	TOP2A	VCAM1	VIM	LRRC2	SH3TC2	FAT4	VASH2	CSRNP3	MROH9	EOMES	ADGRV1	ENC1	IFITM1
Kera:Kera:28		11194.94	3930.52	1283.81	15972.65	1617.33	4064.48	1895.18	2668.25	3299.7	1641.34	936.16	4748.58	2008.58	810.32	1941.71	3952	10641.32	4358.08	4573.44	4905.17	0	0	1036.49	1050.06	1225.75	2230.25	6330.11	807.22	2138.07	2175.28	1889.09	6485.58	223.15	0	11561.63	3559.03	2245.28	4606.04	4918.19	1134.82	4430.89	1509.51	0	3259.43	3961.68	1919.06	1614.28	2159.22	2573.3	2075.04	2022.26	3144.87	4090.06	3639.84	2178.47	4702.66	1932.13	2854.05	2367.16	4356.45	2456.94	1527.17	1938.52	1864.02	2800.41	2072.28	1502.98	2140.11	2629.92	10035.79	2318.85	6854.87	1503	2747.86	3222.47	5231.46	4765.85	1599.46	2119.36	3036.25	2668.8	2072.27	4810.1	2421.28	1417.12	1398.93	8937.52	1912.23	1375.38	1908	2082.67	3135.87	2221.25	1797.27	1165.14	1628.01	2529.46	1115.34	3622.52	5798.32	1181.18	1870.4	4739.13	9195.4	1449.31	1915	1798.41	1048.19	225.27	961.15	955.95	0	5652.56	3961.03	2572.75	1778.61	43.52	3593.04	1960.8	2180.86	584.77
Kera:Kera:29		5802.12	3175.56	2263.27	15287.19	1589.81	4623.64	1532.15	4120.56	2238.87	1906.25	1649.45	2797.07	2016.07	1576.36	5390.99	5527.69	13538.18	4174.11	2831.07	6349.06	0	0	945.1	2264.12	1832.43	2047.17	4182.52	1595.58	4519.83	1761.5	1564.65	3079.13	219.46	0	12600.55	3032.36	2429.92	3676.74	5014.79	1105.86	8541.66	2323.51	0	2817.97	3537.27	1906.8	1800.99	3279.95	1263.11	2347.03	2118.04	2709.03	4312.38	3199.2	3575.21	2577.82	2777.02	2500.38	2161.42	4869.13	1277.18	2578.94	3632.01	1592.41	3516.91	2756.15	2310.44	1171.68	1841.66	11819.48	4775.35	10308.44	1928.6	2153.83	4166.82	4957.62	5286.79	1181.18	3012.07	2981.6	2916.48	3974.21	5577.86	2203	1429.12	2148.21	8074.38	2115.43	2165.3	828.3	2719.51	4461.37	2409.24	2491.92	1907.87	3409.46	2782.22	1455.12	3649.78	5667.93	1395.4	1547.97	3320.15	8103.75	1260.09	1706.97	1461.6	1901.36	142.2	1484.45	1085.62	0	4542.8	1983.49	3276.74	1857.96	63.51	3912.42	2106	2999.83	439.33
Kera:Kera:30		6515.14	3384.57	2353.03	13255.6	1912.4	4535.02	1578.32	6220.93	2327.71	2336.82	559.92	4342.58	2013.04	1536.72	4574.54	6295.98	15752.51	5001.2	2374.49	5516.23	0	0	2161.75	1495.26	2373.71	3964.42	7064.46	1664.29	3337.93	3250.77	2611.4	4755.03	558.27	0	14465.17	2357.26	1423.17	2924.95	4856.73	1334.98	7159.6	1528.98	0	2619.18	2643.62	1708.46	1765.71	2373.65	2181.76	2388.97	2867.63	2259.21	3071.91	5581.33	2443.86	4458.04	1961.92	3065.99	2530.78	4639.49	2819.12	2423.98	3272.78	2639.26	3153.62	1970.27	1713.53	1600.83	3276.01	9879.85	3179.72	5869.69	2636.84	3423.05	3094.69	4599.68	4885.41	1252.79	2116.83	1799.8	2434.69	2799.36	3990.65	1541.42	1457.19	2187.93	10743.45	2522.05	1253.41	911.9	2407.46	3428.06	1848.8	2356.49	1714.52	2844.52	3154.08	1857.03	3077.28	5713.71	1891.73	2480.69	3541.7	8207.71	943.09	2242.86	1049.18	1605.79	178.32	905.91	2338.92	0	5237.54	1684.83	4223.61	1760.7	25.85	4887.39	2412.82	3280.64	344.27
Kera:Kera:31		9410.95	2613.79	2646.98	17388.99	1483	3434.69	2819.79	4603.08	3383.45	2861.14	650.76	3638.2	1232.56	1631.03	2711.53	5452.3	14131.54	4502.47	4464.53	3898.01	0	0	729.67	1321.06	985.74	2202.16	1048.07	1376.67	3058.21	1771.54	1236.94	2189.68	303.4	0.7	18219.7	3912.13	2487.05	2579.93	3113.93	924.78	5279.16	2080.1	1.55	2778.64	2582.82	969.11	1794.13	2957.51	1427.35	2111.93	2002.96	2863.95	3836.76	4780.15	1532.8	3885.98	2092.55	2865.77	1753	3851.39	1391.52	2049.2	2489.86	1696.58	2683.55	1573.07	2358.26	911.04	1902.33	8923.24	2806.38	4664.12	817.87	3999.99	3256.39	4161.28	4806.66	2101.79	2113.39	2925.64	1906.65	1993	4098.83	1156.97	1425.89	1385.5	7450.36	2499.7	1119.1	1699.89	3103.6	3008.56	2216.66	2334.18	1416.07	3003.81	2701.34	1725.28	3317.02	5300.73	997.97	2071.17	3367.95	11120.27	601.41	1589.13	1101.87	1378.05	68.7	1402.19	1272.31	0	4809.84	1830.66	2570.1	1456.65	250.85	4235.01	900.27	3500.26	771.54
Kera:Kera:32		12045.9	2005.71	2285.34	11058.92	1827.35	2052.64	1661.28	3051.19	2782.9	2252.37	904.96	3946.27	1115.07	1579.29	3719	4421.62	14936.46	3616.53	5081.37	3730.14	0	0	13480.77	1885.69	1606.87	2198.55	2884.45	1318.29	2368.21	3085.55	2820.46	2252.65	345.14	1	15797.52	3587.74	2660.16	1809.32	4363.59	958.06	7251.64	2705.75	0	2559.17	2822.48	1886.48	1856.57	2595.6	1649.68	1588.16	2335.23	2905.4	3629.52	3582.38	4189.03	4232.61	2456.6	3045.84	2725.42	3912.75	2410.93	2357.25	3450.4	2449.14	3416.35	2939.96	2052.96	971.41	3137.45	9222.69	4231.82	7381.37	1370.54	1974.74	3703.72	3898.99	7353.68	1479.98	2054.2	2153.11	2697.41	2719.11	6364.02	2402.74	1882.01	2145.89	9453.29	2819.25	1168.48	1916.53	2781.67	3878.15	2271.72	2592.28	2446.49	2470.04	3636.12	1313.34	3719.49	5547.68	1887.83	2372.18	2634.91	6886.87	1069.85	1991.28	1092.69	1823.31	24.3	855.58	1736.62	0	3877.39	793.96	5999.44	1287.94	47.54	4242.54	1449.86	1935.64	1183.24
Kera:Kera:33		10912.02	3416.17	2043.92	5957.48	1089.83	2732.38	1006.83	2012.18	2315.63	1820.04	1179.99	3854.92	1187.41	1173.64	3054.73	3099.88	12114.81	3954.01	3632.9	3464.09	0	0	237.32	1376.18	1581.47	2924.67	1739.9	2928.19	6330.63	1707.16	1967.7	2046.43	543.54	0	13855.17	3454.32	1994.3	3290.21	4024.85	672.86	4417.57	2276.68	2.92	3776.34	2683.22	3612.26	1574.48	2136.55	2752.21	2453.89	1875.63	3314.98	4667.26	4614.71	2729.46	5160.87	2604.7	3037.01	3257.21	4158.66	1493.01	4101.22	4641.15	1977.23	4924.04	3349.76	1455.59	1568.23	1870.7	12361.95	3019.28	6190.69	1695.73	4513.34	3344.34	5384.26	6749.52	2039.86	2009.32	2904.31	2861.78	2535.72	8087.88	1727.57	1404.43	1665.24	10030.52	2627.68	2031.11	1248.92	4058.14	6151.05	3062.61	3258.19	2433.8	3729.6	3681	1184.64	2166.64	5930.28	2315.91	2329.56	2598.45	7841.01	475.12	2437.98	1118.22	1558.59	98.73	1050.48	1262.38	0	6104.77	2661.66	4258.27	1427.47	20.55	4520.53	1527.1	2647.02	1505.56
Kera:Kera:34		6328.4	2803.97	1646.85	9943.25	2143.58	2132.36	987.23	2378.21	2408.51	1877.52	1634.02	4389.06	1709.25	1670.45	3012.11	5468.6	12720.79	2428.99	4407.01	4279.99	0	0	10793.95	1281.53	814	2264.49	3700.73	1844.14	2997.77	2667.85	4286.34	3010.21	370.26	0	14107.55	3756.56	2497.64	2586.28	3342.88	1456.66	5979.42	2173.49	0	2403.74	2888.66	2097.81	1486.64	2331.42	1788.09	1846.33	3191.16	2405.93	4507.29	4827.16	4518.07	4458.19	2828.08	4043.93	3653.02	4941.34	2485.55	2706.34	3147.9	3032.18	2570.88	3666.9	1973.79	1964.74	3348.01	9667.56	4419.32	8267.29	2235.79	3155.53	2932.37	5676.67	4434.22	1250.17	2331.39	1941.62	2704.83	2790.34	5419.47	2525.81	1360.73	2165.49	7588.42	2443.61	1624.74	2286.37	3084.79	3898.45	2852.7	2620.92	1758.4	3449.24	2978.05	1323.98	3207.01	6367.89	1826.81	2373.8	3334.7	7867.52	360.08	2047.43	1245.9	2158.79	62.52	882.37	1132.02	0	3124.2	876.43	3940.39	1321.18	158.96	3849.6	965.23	1938.01	1053.29
Kera:Kera:35		6157.24	2741.4	3302.53	13444.25	476.33	3504.39	1055.1	5167.49	1177.95	2039.58	926.3	2298.74	792.31	1120.92	3894.84	7851.78	15985.87	4922.35	4091.77	6458.3	0	0	1958.11	734.48	1284.14	2289.63	2253.97	3723.67	4203.8	1858.41	2509.69	3878.58	607.77	0	17167.68	1640.63	1394.88	2662.89	4403.34	936.44	4660.31	2082.31	0	2808.43	3623.74	2185.72	2293.27	2467.57	2334.96	1560.95	2072.36	1681.91	3180.48	2209.55	3437.88	1405.5	3108.86	3107.97	3502.27	4873.32	1997.86	1597.76	3358.05	2057.87	3749.56	2073.34	1990.29	1354.51	3462.52	10482.27	2850.49	6947.01	1860.4	3411.25	2905.39	5221.75	5690.99	1771.48	1079.22	1835.83	2529.19	2126.17	5006.57	1832.2	2416.06	1399.61	10785.92	1915.01	1030.41	1566.99	2253.63	3862.06	2668.04	2716.45	1901.2	2705.55	3112.47	1897.93	2757.95	5333.05	2122.88	2883.59	2751.87	10583.37	585.16	2684.54	1636.86	1170.85	56.32	1196.12	2247.5	0	5093.69	2237.33	3200.15	1306.13	323.16	6347.14	2043.41	2587.09	864.1
Kera:Kera:36		13036.29	3365.65	2989.62	5943.45	1529.65	2745.12	818.3	1987.16	2311.8	1586.45	753.58	3471.61	1835.73	1274.58	1835.06	8089.53	9498.62	2510.44	4050.73	5186.74	0	0	839.77	588.57	1420.71	1872.21	3119.56	1702.83	4263.52	2185.67	1191.09	64.78	400.73	3.45	6516.61	3889.76	2432.98	1665.75	3049.98	2042.33	5295.54	1837.32	0	3516.27	2636.47	1279.04	2596.86	3036.18	2062.49	2368.82	2675.63	2326.35	3599.48	2575.59	4850.34	4963.8	2742.48	3916.22	3517.57	4368.11	1752.14	3481.77	3306.55	3916.14	3438.92	3103.07	2343.31	1360.9	1839.2	10648.68	2443.11	6206.84	1609.86	3117.29	3176.28	3417.13	5905.68	1957.11	2403.6	2391.36	2289.25	2027.16	6901.11	1904.65	1664.11	2533.36	7603.79	2994.91	1428.21	2802.87	2756.1	4852.61	2828.71	4349.78	2201.15	2769.41	2941.25	2328.57	1561.99	7226.81	2400.19	2075.42	3440.33	9162.69	1087.5	1370.01	1956.05	1399.52	14.69	729.56	1222.01	0	5575.54	1827.43	3375.3	1435.1	18.38	2970.29	1025.74	1259.39	1230.97
Kera:Kera:37		11767.35	2617.29	3062.55	12860.36	987.53	5606.8	2050.39	2737.9	3266.81	1771.55	618.43	3145.48	1202.59	1096.04	3094.29	3681.52	12896.91	4837.63	3786.87	3828.21	0	0	14499.96	1241.68	1386.03	1610.96	2399.57	2152.78	3579.44	2837.21	2890.55	1438.48	436.64	0.36	14324.53	3622.17	2575.58	3236.5	4282.29	1370.46	7314.49	1715.18	0	3930.07	2251.97	1412.17	1235.06	2275.58	1779.12	1674.47	3049.61	3615.12	2629.37	3570.24	3319.99	4434.32	2302.37	2561.88	3183.22	5010.68	2048.37	2146.43	2620.66	2406.68	3524	2618.6	1693.78	1242.46	1852.02	9265.43	2278.69	4682.81	1446.71	3636.96	3145.16	4688.46	6064.64	1466.51	2452.72	1870.36	1783.94	1899.36	4935.87	2116.38	2486.51	1758.22	8963.05	2442.98	1628.22	1206.16	2343.68	3576.43	2094.53	2848.02	1492.84	3016.81	2469.52	1153.36	3250.92	7058.56	1954.59	1882.07	2855.42	9888	870.97	2437.38	1618.13	1303.08	37.48	1144.28	1186.57	0	4889.5	1237	3374.51	1194.13	72.92	3898.28	1496.01	2502.89	724.8
Kera:Kera:38		10855.11	4069.17	3120.8	10362.14	969.2	1658.99	936.33	2831.32	3572.96	1935.46	1272.68	3716.05	1146.29	1768.64	2888.58	5153.5	16285.16	5537.13	4048.33	4073.79	0	0	16462.75	1513.22	875.18	2203.72	3594.5	1468.09	1513.15	2648.84	2811.83	4005.65	680.18	0.79	15874.45	2642.85	1929.72	2190.14	3323.8	1005.79	6320.57	1935.97	1.11	3182.39	2300.6	1756.87	1886.72	3561.21	1790.69	1809.83	3306.61	3257.23	2567.34	3528.83	3033.3	4850.98	2691.51	3149.26	3013.56	3108.64	2260.5	2931.57	2942.52	2510.77	3159.36	2515.98	3053.94	1545.32	2459.22	9685.48	4021.28	6166.67	1687.05	2508.15	4126.05	3737.3	5437.38	1672.07	2111.42	4083.6	2115.71	2822.69	4655.05	2540.32	1944.56	2195.76	9629.41	2605.58	1819.94	2419.1	3252.57	3708.38	2353.48	3295.27	2893.73	2559.5	2911.52	1598.4	4031.21	4728.22	2430.66	2090.83	3357.55	7186.66	540.53	1815.69	840.05	1218.21	68.22	1594.91	1952.46	0	5483.53	1989.42	4334.49	1359.08	17.1	3963.07	1650.14	2246.94	797.14
Kera:Kera:39		7477.55	3957.48	2956.11	9928.73	1396.34	3671.56	1250.9	4280.53	2793.02	2238.4	1683.59	3762.18	2016.73	1440.99	3008.72	3352.76	13625.26	4539.53	2111.68	5183.27	0	0	2699.06	1849.95	1495.37	2006.29	4439.91	3155.17	3877.74	3038.15	3148.2	2881.99	658.87	0	11765.87	2657.73	2333.47	2685.36	4229.69	1471.35	6717.56	2543.55	0	2598.45	2991.69	2225.64	2058.09	2682.05	1853.29	1895.56	2621.1	3098.64	4115.91	4763.72	3959.32	4981.67	3238.66	4466	3229.15	4870.01	2610.49	3479.66	3789.24	2298.81	3175.37	3429.02	2537.39	1532.36	2436.2	10503.2	3500.03	7312.3	1847.86	4066.97	4108.36	4811.42	5585.16	1798.35	1606.73	3560.39	2842.56	3197.05	5608.21	1851.84	2107.44	2346.11	9467.85	2371.67	1746.25	2044.43	3084.45	4863.95	2563.27	2577.96	2443.08	3421.98	3729.18	1840.81	3301.37	6048.06	2129.58	2853.02	2095.63	7704.8	463.38	2436.54	2155.23	1925.31	15.62	1256.43	1414.03	0	4299.12	2399.59	3351.44	1825.39	17.42	4008.07	998.72	3685.71	782.04
Kera:Kera:40		9513.35	2991.78	2569.04	9978.64	1063.19	4112.53	699.65	3307.4	1968.38	2598.65	1421.55	3292.86	2180.54	1790.09	2622.4	6024.2	11234.33	3889.9	3910.85	6172.25	0	0	1051.97	1029.78	900.51	1764.39	2610.3	1632.3	3439.23	3143.02	2518.52	1097.46	195.63	0	20463.54	4432.62	3135.93	4017.85	5794.16	1600.38	7614.69	3419.64	0	2330.92	3597.7	1782.52	924.14	2798.63	3178.44	2369.58	3223.27	3522.86	3159.85	5020.48	3651.63	5421.39	3344.86	4287.1	4386.03	4122.86	3265.08	3687.69	4660.55	3030.75	2602.71	3524.28	3502.42	2529.04	4533.31	12404.38	4314.98	9198.63	2278.81	3318.68	4550.28	7585.4	7286.64	2727.76	3003.98	3404.89	2751.96	3605.27	5253.11	1664.07	2955.45	2505.57	7520.63	4026.29	3128.85	1945.96	2982.91	5165.56	2427.94	2360.16	2245.71	3786.97	3832.91	1810.56	1677.74	7574.64	1722.61	2475.1	2643.87	9295.35	624.88	942.95	2222.08	1382.65	44.34	1295.35	984.27	0	5770.01	1103.55	4526.68	1557.88	25	5646.04	1094.35	2938.42	1811.09
GW21+2:GW21+2:1		4520.78	1174.44	349.4	0	1925.92	487.77	6778.83	7745.18	391.87	1964.92	671.71	3986.11	373.58	1188.06	466.67	4432.85	1714.83	89.9	5.22	992.93	0	0	2393.5	876.51	2421.46	1078.75	3526.36	4.89	0	3.04	2835.59	0	8644.67	0.94	4.85	5463.59	4930.18	727.43	496.49	371.21	1641.04	700.54	0	1637.91	386.28	1037.67	5.41	1513.52	674.76	791.4	663.38	2712.02	3352.19	1325.36	4856.96	584.96	1239.56	547.95	215.75	2242.33	1982.18	1625.27	741.12	939.52	775.58	1246.87	840.09	185.54	428.85	3807.01	1742.89	3570.08	360	1876.49	3146.68	1515.6	2829.72	602.26	410.7	3580.19	582.91	2281.11	1181.01	2127.99	216.43	335.69	1906.76	1853.62	870.4	737.9	2670.33	3609.36	702.12	2286.65	382.2	1736.34	420.82	1819.6	136.38	199.67	127.3	1243.29	1846.31	0	94.02	2.37	659.7	436.02	3156.11	3032.66	6039.26	64.54	1486.32	2777.27	1727.58	580.48	4016.69	73.57	2243.74	2133.42	844.9
GW21+2:GW21+2:2		5784.3	1808.68	14.01	1.78	639.11	3802.81	2162.29	4126.65	645.57	1684.49	241.07	9552.96	884.08	1771.53	1864.76	1515.25	3355.09	1199.43	1665.16	881.19	0	0	1477.34	4534.17	776.53	1453.62	1533.93	2.13	1.22	415.69	1169.65	539.54	3574.64	1.65	0	6779.19	7436.67	623.85	1071.26	1696.15	1681.78	1402.07	0	1243.1	1650	1171.73	3615.49	2685.18	1144.94	2020.74	886.1	1509.56	3874	6767.54	5384.42	2497.77	1455.05	924.03	483.09	5015	3468.55	494.45	1029.14	1733.19	2217.12	2690.76	1211.35	2033.62	4370.25	8356.37	3150.21	3223.76	2954.59	2982.67	2108.31	8390.78	3634.89	1704.53	981.61	5296.39	797.44	934.06	2955.25	398.35	1034.73	1415.17	4889.45	5218.46	1342.7	1297.85	1327.74	3999.7	2012.92	1057.6	2340.21	1519.18	3768.86	3322.04	1336.36	2351.44	1093.57	1133.89	1663.28	0	1.35	232.46	1869.06	634.3	6955.26	3627.67	2140.42	77.75	174.8	4309.63	326.89	795.21	5249.16	2203.89	1305.01	5696.04	112.51
GW21+2:GW21+2:3		3846.14	1144.35	2847.1	1.22	1052.62	28.21	3867.87	5145.84	4.65	2213.84	643.22	4700.65	39.08	1096.63	0.84	407.41	3249.28	28.24	1212.54	574.73	0	0	6911.05	3780.37	570.03	3119.44	1159.45	0	0	0.96	4785.8	88.02	4500.01	1.12	0	9172.02	10481.27	3339.18	1241.99	691.65	781.69	85.87	2.48	2136.12	776.69	1363.34	0	1107.84	612.15	2504.08	1273.32	2117.04	45.77	3220.9	3367.09	1422.67	168.55	477.96	1251.67	2610.69	258.42	1280.91	437.25	1287.63	290.07	1082.48	1351.23	365.38	2047.35	1712.28	554.06	6734.51	77.19	76.42	1608.82	248.33	974.85	727.67	457.39	2064.91	228.65	1375.17	640.1	660.8	88.25	577.92	2778	1508.82	592.27	37.32	781.38	581.65	454.97	503.35	1301.24	54.48	2222.05	1402.46	11.27	986.74	118.05	472.91	1448.86	0	0	7.08	583.39	731.94	10942.6	110.23	11407.98	98.69	2675.16	5155.45	15.59	360.16	6470.35	21.68	172.51	3724.75	8.63
GW21+2:GW21+2:4		3151.62	1673.88	979.39	1950.57	956.1	2948.8	4525.37	4104.02	1142.1	1113.86	931.62	2331.43	956.33	190.55	1081.2	6698.45	4646.96	1300.67	861.29	5508.41	0	0	17012.36	1927.77	1128.71	1668.25	2184.17	0	41	245.44	2089.05	0	8156.65	0	125.55	3404.75	4060.82	722.88	1448	1033.23	1197.66	61.89	4.7	1614.72	83.74	440.34	384.04	1766.4	321.58	1038.3	224.15	906.55	1209.43	1688.66	5.25	781.55	458.18	1830.38	498.86	1809.95	603.86	889.24	342.96	908.42	1136.15	784.34	636.76	575.11	635.86	2286.57	638.47	2244.34	287.68	277.34	2100.77	865.76	210.75	391.78	152.33	1333.66	718.65	269.54	664.66	888.6	341.53	605.94	1176.22	1390.93	110.83	992.42	711.68	944.66	740.3	769.49	1045.48	428.51	1133.28	60.04	398.25	549.09	290.12	898.49	1.78	21.85	2113.08	1059.32	581.4	830.81	3427.05	1356.86	6285.55	60.65	1266.92	3200.04	703.4	1881.53	11983.06	4164.39	1282.75	3837.18	381.8
GW21+2:GW21+2:5		7918.57	3561.69	274.92	0	1120.31	826.18	1199.35	10252.82	216.88	1244.53	1261.75	6064.12	79.39	3572.01	1243.73	5121.93	1607.55	3021.55	63.64	367.58	0	0	2463.45	1728.52	1242.18	788.62	5573.3	0	0	11.04	987.96	0	6061.94	0	0	3356.64	2572.49	672	2804.33	1470.29	650.26	1995.32	0	2246.57	957.56	1932.32	2208.82	386.24	1706.92	4978.94	647.13	2742.87	4716.73	2732.34	1363.38	2674.19	1322.69	2265.93	69.65	510.22	1537.91	4587.63	229.7	499.32	1811.07	801.31	1010.23	445.95	3145.92	3282.36	97.54	5696.56	2152.29	1601.66	1468.32	4236.68	1476.91	1353.49	176.93	3123.86	950.95	402.4	6046.07	1173.23	1853.66	287.88	3424.32	1029.56	1792.41	1011.36	3125.11	3454.46	2096.2	897.64	1144.89	707.17	4182.45	3319.26	32.96	560.72	1099.16	841.28	179.34	0	1861.61	668.53	1054.2	593.41	3583.41	1.93	8196.87	24.41	6779.22	1486.13	2784.27	0	18842.98	692.95	4031.44	4724.65	0
GW21+2:GW21+2:6		4725.47	3260.55	1034.82	0	578.84	18.65	18.3	3139.08	2.46	62.2	980.61	3586.39	2368.01	1777.68	638.68	4725.69	8143.67	1643.36	479.83	750.23	0	0	2734.45	1606.17	664.61	1810.49	1684.79	0	0	0.56	2983.82	0	4975.96	0.69	0	3311.42	4701.02	1075.24	2255.07	642.55	1275.68	1048.72	1.53	2672.34	1616.47	593.1	1245.36	1012.53	690.55	1371.18	1063.92	2807.3	1048.33	3283.11	2071.31	1175.94	1445.1	2583.78	92.08	7124.1	1250.68	1533.09	22.21	1071.09	354.43	1367.88	513.71	683.72	1858.23	1647.32	962.83	2334.15	1161.2	1335.86	289.91	1138.15	1199.36	524.24	624.23	4284.6	905.68	1749.79	1712.26	960.09	163.33	32.21	3036.04	2211.13	3.89	125.39	2491.69	1572.59	974.96	286.61	276.29	1146.73	1629.66	4732.46	2403.48	1254.15	886.5	254.85	455.27	0	2949.29	243.87	440.14	986.98	6566.58	3356.33	10752.28	44.44	2911.77	4359.1	354.88	308.97	22478	1229.57	1542.65	4312.68	1288.35
GW21+2:GW21+2:7		5966.05	1913.61	1396.35	0	867.28	6.38	4114.25	4423.35	945.01	1793.28	411.75	7571.12	1665.79	1137.09	2745.04	2344.76	6892.87	2286.39	6.61	652.61	0	0	3568.06	1963.98	358.34	5489.48	1658.47	0	0	0	1453.85	0	7313.01	0	0	3655	4367.47	56.22	2383.17	1582.76	97.74	0	0	1904.85	109.08	78.65	1162.51	3622.04	1435.51	5864.35	1848.52	1295.2	1718.15	6463.48	2511.13	4117.47	1116.75	1005.66	853.06	5662.65	1787.53	4577.02	65	2140.94	797.57	1219.04	2166.52	1255.62	245.83	5080.69	1313.54	1593.18	618.41	289.57	1146.88	784.43	4689.77	267.04	409.45	4905.69	1029.79	521.42	3835.71	903.02	1351.85	64.86	2832.59	1918.16	1008.96	1064.98	2577.06	2021.61	345.74	1002.72	645.44	1618.77	1237.73	145.66	2315.56	1917.84	1957.35	101.84	3254.66	0	814.2	2535.57	1146.71	730.56	6407.43	1949.97	6357.62	67.56	1795.33	6819.6	1365.3	1122.97	17861.99	23.39	5090.69	4135.27	3.41
GW21+2:GW21+2:8		11635.76	4064.17	0	0	3270.49	16.8	2441.06	4920.84	592.11	2498.87	707.09	2476.49	609.08	1557.82	340.84	3066.02	5620.39	1326.05	936.01	1039.05	0	0	2876.15	764.88	2220.29	2047.01	2258.79	0	0	304.69	1427.14	0	5046.27	0.67	0	2893.93	3959.99	1143.51	2282.81	2829.36	2845.72	1132.03	0	3638.62	1600.04	262.69	745.84	1356.17	505.43	1983.2	1261.52	1261.72	812.87	2103.16	0.07	2087.06	303.51	1475.27	1958.11	2037.64	773.82	593	405.21	1000.18	1155.63	1460.98	574.24	318.61	1691.23	2325.24	1946.79	3543.99	994.49	1305.06	771.47	2276.42	3764.98	795.77	1109.17	2465.14	875.62	1044.24	1571.43	1792.7	348.57	345.28	2512.5	2329.3	96.87	848.69	231.55	898.33	878.03	641.06	539.58	610.54	716.99	2483.76	2890.92	1723.04	443.34	307.78	308.11	0	1145.44	781.41	567.22	824.86	9267.43	3493.35	16856.22	26.97	3773.76	3759.9	972.04	981.87	40190.83	2832.54	5755.29	1630.45	831.77
GW21+2:GW21+2:9		6437.8	4929.42	0.65	0.65	1.09	819.72	6616.11	3739.14	1061.1	573.28	236.95	9123.02	666.47	636.06	1112.74	1376.47	3211.08	0.95	174.56	2013.82	0	0	5113.85	6.81	1789.05	2228.15	5127.38	0	0	0	2156.01	0	5108.85	0.91	0	4760.3	3679.59	1196.79	2672.67	3841.45	855.47	73.32	0	2084.86	800.33	22.05	1093.88	2020.78	0	675.5	15.28	415.78	1236.24	1780.71	320.77	135.59	393.82	929.8	1189.48	2363.19	709.44	475.01	404.71	1419.88	647.69	372.5	1151.6	1580.01	5.67	5034.73	4045.99	2299.46	0	921.88	2779.09	0	1627.19	238.77	21.5	4527.08	1953.95	3005.53	472.55	1082.24	1189.2	231.74	3678.63	1308.77	525.7	1106.34	2945.93	2782.84	1097.81	821.58	1156.4	1411.42	147.47	2988.11	108.83	797.96	503.32	2840.52	1174.92	0	1490.43	120.22	793.28	365.61	4293.27	749.29	8474.84	37.2	7437.35	6639.15	434.5	176	24927.51	974.88	2106.83	2972.57	1813.46
GW21+2:GW21+2:10		4665.01	6429.13	666.34	0	66.9	30.69	2133.78	5965.36	215.34	1355.69	2696.76	5740.65	1837.95	3013.31	512.71	6365.4	3356.1	2039.61	88.6	100.42	0	0	4973.9	2037.35	628.36	2046.66	2338.12	0	0	0.44	119.88	7.35	4501.02	0.52	0	2735.59	2493.35	1719.87	1557.59	1565.23	1984.74	285.57	0	2417.79	2062.62	213.22	2734.35	3095.97	1224.9	4985.42	701.66	3057.25	1732.25	2058.99	2576.28	1930.81	1307.71	2811.62	814.72	3421.1	1659.49	1684.42	683.79	1117.77	1503.3	969.81	1717.38	1377.37	970.31	4262.17	2191.27	9530.15	1224.06	1470.68	5278.24	2511.57	1318.61	1081.1	1172.95	1683.91	1502.29	3825.36	5711.55	802.5	2045.82	396.48	4786.25	3679.63	406.5	405.75	3490.79	1775.17	807.39	1599.25	1181.62	1873.48	3338.51	1465.92	1034.7	3004.48	194.92	1208.51	515.77	0	178.5	229.21	415.21	187.73	4904.38	1574.89	12180.57	23.35	4923.79	6745.09	430.26	889.37	29243.58	2148.01	4227.82	2476.98	451.69
GW21+2:GW21+2:11		7742.12	3295.18	663.02	1.46	1590.03	902.2	4685.98	5357.44	1585.99	1681.24	690.43	3282.01	587.01	2464.53	213.52	2715.22	5482.45	759.19	743.98	2399.98	0	0	18016.35	1773.46	875.61	687.55	2070.15	0	0	670.04	1974.37	433.6	5628.32	0	0	4707.72	5417.13	1305.39	2632.2	427.83	600.98	1420.42	0	3307.71	2036.49	897.5	1064.46	972.9	667.84	1313.92	186.12	1058.47	1007.95	1617.97	605.87	1503.12	1053.11	2267.08	705.38	2208.19	644.31	828.99	452.08	1455.82	847.15	1255.8	1520.55	1086.04	1073.41	3290.24	528.03	2251.81	1428.69	653.74	3247.97	2158.99	2301.89	423.96	634.15	3579.94	456.82	2482.83	2371.16	1045.19	535.96	839.82	1364.35	1092.88	432.92	492.66	2551.73	2257.38	290.76	650.75	674.29	1618.97	1184.26	888.14	2007.06	1017.66	436.76	2419.58	996.66	0	835.26	1146.96	667.31	368.47	8695.67	4093.11	11777.86	0	3465.35	8502.42	2906.48	1011.76	22822.92	10324.2	2420.75	5104.58	380.01
